signal_name,time,bear_window_id,hours_from_bear_start,conditions_passed,conditions_total,conditions_failed,bear_prob,exhaust_prob,daily_model_rsi,daily_model_adx,daily_model_ema20_slope_5,daily_model_ema50_slope_5,daily_model_atr,rsi70_streak,ob_streak_not_making_higher_high,rsi_rolling_over,range_pos,hh_8,high,close,open,h1_rsi,h1_ema_20,h1_ret_4,fail_is_early_window,fail_in_session,fail_upper_range_failure,fail_near_end_of_avg_ob_streak,fail_close_back_below_ema20_fail
early_relaxed_signal_C,2024-07-10 14:00:00+00:00,10.0,14.0,4,5,1,0.2789618116392102,0.0423023309321362,75.70945562509343,40.97054004955898,321.31281707362723,242.51420344251528,209.1783180699028,5,0,0,0.7010785824345146,20996.75,21014.25,20948.25,20983.0,54.45533498102599,20941.21445699773,-0.0003101921998591,0,0,0,0,1
early_relaxed_signal_C,2020-02-18 16:00:00+00:00,1.0,16.0,3,5,2,0.2197375372639464,0.0138767923012155,71.53455781667317,52.29122706936608,137.78549203134207,96.22070454236382,114.86094869000816,1,0,0,0.3517495395948434,9106.5,9101.75,9060.25,9097.0,45.18812748560961,9071.544139131178,0.0012432312962757,0,0,1,1,0
early_relaxed_signal_C,2020-02-18 20:00:00+00:00,1.0,20.0,3,5,2,0.2197375372639464,0.0138767923012155,71.53455781667317,52.29122706936608,137.78549203134207,96.22070454236382,114.86094869000816,1,0,0,0.8925438596491229,9126.5,9132.75,9114.25,9123.5,57.47666363672526,9083.142642498313,0.0059601004387295,0,0,0,1,1
early_relaxed_signal_C,2020-02-20 15:00:00+00:00,1.0,63.0,3,5,2,0.3109612255553433,0.0128900228199459,62.09561983942258,49.54991774644077,118.92077692361454,91.64337239762062,123.37882820720094,0,0,1,0.2019543973941368,9222.25,9204.0,9180.25,9192.75,47.48607528298587,9191.71531649763,-0.0004355282140621,0,0,1,1,0
early_relaxed_signal_C,2020-02-20 16:00:00+00:00,1.0,64.0,3,5,2,0.3109612255553433,0.0128900228199459,62.09561983942258,49.54991774644077,118.92077692361454,91.64337239762062,123.37882820720094,0,0,1,-1.3387622149837133,9219.0,9180.75,9062.0,9180.5,26.45314620422017,9179.361476831187,-0.0140622875017,0,0,1,1,0
early_relaxed_signal_C,2020-02-21 14:00:00+00:00,1.0,86.0,3,5,2,0.3983495688875695,0.0184816200664927,55.62909173544952,46.38234795576832,87.80927435946069,79.90245583300748,128.88748333525805,0,0,1,-0.2452380952380952,9084.25,9084.0,8991.25,9065.75,31.32752804246684,9068.625396687976,-0.0074513591831102,0,0,1,1,0
early_relaxed_signal_C,2020-02-25 14:00:00+00:00,1.0,182.0,3,5,2,0.6948221449468774,0.2327379734585271,35.63018425099776,42.82334098777909,-81.36947275331659,8.231053865385547,161.87283195610857,0,0,0,0.4615384615384615,8703.0,8669.25,8606.75,8643.25,41.84998755997077,8644.020675687721,0.002329169942062,0,0,1,1,0
early_relaxed_signal_C,2020-09-01 14:00:00+00:00,2.0,14.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,0.8390977443609022,12065.0,12087.5,12038.25,12014.75,64.04223437136554,11990.04961775767,-0.0015758153807874,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 15:00:00+00:00,2.0,15.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,0.7377483443708609,12087.5,12065.75,12038.0,12038.5,63.97494973512797,11994.616320828369,0.0010186474856037,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 16:00:00+00:00,2.0,16.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,0.8980132450331125,12087.5,12074.5,12068.25,12038.0,68.31305298691181,12001.629052178048,0.0052477041294434,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 17:00:00+00:00,2.0,17.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,0.990728476821192,12087.5,12100.25,12085.75,12068.0,70.52439240893558,12009.640571018232,0.0059721991010488,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 18:00:00+00:00,2.0,18.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,0.9528795811518324,12100.25,12096.25,12091.25,12086.0,71.20454794244685,12017.412897587925,0.0044026332731086,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 19:00:00+00:00,2.0,19.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,1.0628342245989304,12100.25,12116.75,12112.0,12091.0,73.67280379021639,12026.42119305574,0.0061472005316498,0,0,1,0,1
early_relaxed_signal_C,2020-09-01 20:00:00+00:00,2.0,20.0,3,5,2,0.2990027468877278,0.0467198624313652,84.05914024181126,45.3234414488962,296.2965970770256,208.6466119041088,168.0689658711325,8,0,0,1.1638176638176638,12116.75,12146.25,12145.5,12112.0,77.08748678355774,12037.762031812335,0.0064010937791312,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 13:00:00+00:00,2.0,37.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.1359516616314199,12282.25,12261.25,12067.75,12251.75,38.73629970881823,12174.486814006992,-0.0168438632938204,0,1,1,0,0
early_relaxed_signal_C,2020-09-02 14:00:00+00:00,2.0,38.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.3755411255411255,12282.25,12170.5,12138.0,12068.0,48.63477427484505,12171.01187933966,-0.0090417389529543,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 15:00:00+00:00,2.0,39.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.0906040268456375,12282.25,12144.0,12079.0,12138.0,42.43370769943465,12162.248843212074,-0.0130124813596714,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 16:00:00+00:00,2.0,40.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.5319148936170213,12282.25,12158.75,12144.75,12079.0,50.07346168022554,12160.582286715686,-0.0087334462423734,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 17:00:00+00:00,2.0,41.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.6851063829787234,12282.25,12213.75,12189.75,12145.0,54.52196805508545,12163.360164171334,0.0101095896086678,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 18:00:00+00:00,2.0,42.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.6978723404255319,12278.75,12218.0,12193.5,12189.75,54.88273683425398,12166.230624726444,0.004572417202175,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 19:00:00+00:00,2.0,43.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.8153191489361702,12265.0,12252.0,12228.0,12194.0,58.17037326503152,12172.113422371543,0.0123354582332975,0,0,1,0,1
early_relaxed_signal_C,2020-09-02 20:00:00+00:00,2.0,44.0,3,5,2,0.2997757012793908,0.0329831844877787,84.81742669146492,47.72727814029986,311.17311164111925,218.20948986865187,177.04618259462305,9,0,0,0.7982978723404255,12265.0,12236.75,12223.0,12228.0,57.516238686835145,12176.959763098066,0.0064431132794005,0,0,1,0,1
early_relaxed_signal_C,2020-09-04 19:00:00+00:00,2.0,91.0,3,5,2,0.5132209733230575,0.1177261212045386,48.719151673592,42.90654624545324,171.71086916653985,166.36370056694795,258.4811472372005,0,0,0,0.6791310541310541,11659.5,11567.75,11434.25,11500.25,45.0858939693153,11473.337566900927,0.0113435344065098,0,0,1,1,0
early_relaxed_signal_C,2020-09-08 14:00:00+00:00,2.0,182.0,3,5,2,0.7355374309600398,0.3286328617274555,38.45404857270393,37.46381204717899,-128.51853454127377,37.60203849198842,281.8686517784729,0,0,0,0.3798614810868407,11390.5,11221.0,11110.75,11111.25,37.58895763598986,11215.226893225965,-0.0026256732495512,0,0,1,1,0
early_relaxed_signal_C,2020-10-13 17:00:00+00:00,3.0,17.0,3,5,2,0.2415922816767116,0.03060376224325,67.46876880497207,15.99654230113056,233.582849142078,125.41455325800416,238.9899712281045,0,0,0,0.0803964757709251,12185.0,12078.5,11976.25,12050.0,47.40754046780168,12025.496994257575,-0.0043645432817208,0,0,1,1,0
early_relaxed_signal_C,2020-10-13 19:00:00+00:00,3.0,19.0,3,5,2,0.2415922816767116,0.03060376224325,67.46876880497207,15.99654230113056,233.582849142078,125.41455325800416,238.9899712281045,0,0,0,0.2424242424242424,12163.0,12083.0,12010.0,12014.0,51.150360784584585,12022.98733543534,-0.0048679440704297,0,0,1,1,0
early_relaxed_signal_C,2020-10-13 20:00:00+00:00,3.0,20.0,3,5,2,0.2415922816767116,0.03060376224325,67.46876880497207,15.99654230113056,233.582849142078,125.41455325800416,238.9899712281045,0,0,0,0.2683982683982684,12152.5,12035.5,12016.0,12010.0,51.85466662891447,12022.321874917689,-0.0028215767634854,0,0,1,1,0
early_relaxed_signal_C,2020-10-14 14:00:00+00:00,3.0,38.0,3,5,2,0.3865836051913329,0.0285165907376471,62.19732596975816,16.832670087345072,233.8844825571177,129.78064920866927,241.63354471181137,0,0,1,0.4507042253521127,12113.75,12074.75,12026.0,12068.0,46.79053726060247,12054.185990052452,0.0004367447954578,0,0,1,1,0
early_relaxed_signal_C,2020-10-14 15:00:00+00:00,3.0,39.0,3,5,2,0.3865836051913329,0.0285165907376471,62.19732596975816,16.832670087345072,233.8844825571177,129.78064920866927,241.63354471181137,0,0,1,-0.2926447574334898,12109.75,12040.5,11907.25,12026.25,33.53395127474039,12040.192086237932,-0.0123587350959045,0,0,1,1,0
early_relaxed_signal_C,2020-10-16 19:00:00+00:00,3.0,91.0,3,5,2,0.4532324601275477,0.0200123516154505,56.70024889685079,16.80450674198414,212.6741455853025,128.95822327951282,240.09474008314348,0,0,1,-0.0331632653061224,11957.75,11895.5,11755.25,11891.5,38.08105372420035,11844.253202459497,-0.0092290187319581,0,0,1,1,0
early_relaxed_signal_C,2020-10-20 14:00:00+00:00,3.0,182.0,3,5,2,0.5198955946139313,0.0225680177586577,52.98766401651076,15.995089269583357,60.01154008269441,72.57384688495767,221.98229569748705,0,0,0,0.2101534828807556,11690.0,11672.75,11572.5,11639.75,34.43613477753533,11658.301626879893,-0.0091825595582096,0,0,1,1,0
early_relaxed_signal_C,2020-10-20 16:00:00+00:00,3.0,184.0,3,5,2,0.5198955946139313,0.0225680177586577,52.98766401651076,15.995089269583357,60.01154008269441,72.57384688495767,221.98229569748705,0,0,0,0.7469135802469136,11690.0,11676.0,11649.0,11618.25,47.1557341230262,11653.943055110298,0.0032295569047926,0,0,1,1,0
early_relaxed_signal_C,2020-10-20 19:00:00+00:00,3.0,187.0,3,5,2,0.5198955946139313,0.0225680177586577,52.98766401651076,15.995089269583357,60.01154008269441,72.57384688495767,221.98229569748705,0,0,0,0.333764553686934,11728.0,11693.0,11599.25,11665.75,41.58931920819575,11652.207689774488,-0.0016138750215183,0,0,1,1,0
early_relaxed_signal_C,2021-02-16 14:00:00+00:00,4.0,38.0,3,5,2,0.2928433983784152,0.0057494509530293,61.76178836052669,16.308623639408886,170.3428372655835,139.23433845327236,175.64338929149693,0,0,1,0.242063492063492,13929.0,13908.25,13892.75,13892.0,47.77523979799645,13903.952457067362,-0.0011503549923609,0,0,1,1,0
early_relaxed_signal_C,2021-02-16 15:00:00+00:00,4.0,39.0,3,5,2,0.2928433983784152,0.0057494509530293,61.76178836052669,16.308623639408886,170.3428372655835,139.23433845327236,175.64338929149693,0,0,1,0.2436974789915966,13925.5,13915.25,13873.0,13892.5,40.10626923629405,13901.004604013327,-0.0030720586385929,0,0,1,1,0
early_relaxed_signal_C,2021-02-17 20:00:00+00:00,4.0,68.0,3,5,2,0.3120313245759532,0.0043005502132462,60.38992162372095,15.510708873678997,151.33399562124214,132.6271094943204,180.41886148496144,0,0,1,0.6474226804123712,13799.25,13750.5,13739.75,13698.5,45.91055762056709,13746.271902105773,0.0073869051983284,0,0,1,1,0
early_relaxed_signal_C,2021-02-18 18:00:00+00:00,4.0,90.0,3,5,2,0.4079262027487332,0.0050210772475776,56.25824680257536,15.164540029039143,117.2783769906473,119.3378110827798,185.8175142360356,0,0,1,0.513671875,13675.0,13654.0,13640.0,13596.75,44.89832689279076,13649.724989416927,0.0024252223120453,0,0,1,1,0
early_relaxed_signal_C,2021-02-19 17:00:00+00:00,4.0,113.0,3,5,2,0.518906020334404,0.0127518806655112,54.27036615147757,14.814812329100834,81.94234108677665,104.70691653051654,186.45554893346164,0,0,0,0.1834733893557422,13768.75,13710.5,13623.0,13704.0,40.64373748952697,13685.46584737944,-0.0103699398870384,0,0,1,1,0
early_relaxed_signal_C,2021-04-27 20:00:00+00:00,5.0,44.0,3,5,2,0.3042550963104065,0.0129073017280727,58.67050289923801,13.661439341493754,81.08448312944711,80.20415710775706,182.3311858061332,0,0,1,0.2786885245901639,13941.5,13887.0,13852.25,13850.5,39.827704059755966,13882.094133410805,-0.0007213836137711,0,0,1,1,0
early_relaxed_signal_C,2021-04-28 14:00:00+00:00,5.0,62.0,3,5,2,0.2481595299982068,0.0175943619997261,58.923799665627335,13.487731012541175,93.5526275933098,85.37262153490337,177.55752967712368,0,0,0,0.3765586034912718,13874.75,13882.0,13824.5,13873.75,41.36821839905004,13853.635842763131,-0.0009575256092934,0,0,1,1,0
